CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2,DIRECCION CORREGIDA,ESTABLECIMIENTO CORREGIDO
00-12-0118-46,01-211,CIUDAD CAPITAL,ZONA 12,"LICEO MIXTO ""JUAN APÓSTOL""",4A. AVENIDA 11-52 ZONA 12,24712442,ADRIANA FABIOLA BOLAÑOS ESTRADA,MAURI LUCÍA PÉREZ IXCAYÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24712442,, 4 A . A V .  1 1 - 5 2  Z O N A  1 2 ,LICEO MIXTO JUAN APÓSTOL
00-12-0119-46,01-640,CIUDAD CAPITAL,ZONA 12,"PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA","AVENIDA PETAPA 47-79, ZONA 12, PLAZA GRECIA",24628700,ELISEO DANIEL ALVAREZ NATARENO,ELISEO DANIEL ALVAREZ NATARENO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,24628700,," A V .  P E T A P A  4 7 - 7 9 ,  Z O N A  1 2 ,  P L A Z A  G R E C I A ","PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA"
00-12-0120-46,01-210,CIUDAD CAPITAL,ZONA 12,COLEGIO CLAUSURADO DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN GUATEMALA SUR,"AVENIDA PETAPA 47-79, ZONA 12, PLAZA GRECIA 02/01/1997",24628700,DINIZ ORALIA MORALES MUÑOZ,MARIA DEL ROSARIO LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24628700,," A V .  P E T A P A  4 7 - 7 9 ,  Z O N A  1 2 ,  P L A Z A  G R E C I A  0 2 / 0 1 / 1 9 9 7 ",COLEGIO CLAUSURADO DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN GUATEMALA SUR
00-12-0125-46,01-211,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8 CALLE 16-30 ZONA 12 GUATEMALA,24755456,ADRIANA FABIOLA BOLAÑOS ESTRADA,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,24755456,, 8  C A L L E  1 6 - 3 0  Z O N A  1 2  G U A T E M A L A ,COLEGIO MIXTO CIENCIA Y ARTE
00-12-0127-46,01-211,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8 CALLE 16-30 ZONA 12 GUATEMALA,24755455,ADRIANA FABIOLA BOLAÑOS ESTRADA,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,24755455,, 8  C A L L E  1 6 - 3 0  Z O N A  1 2  G U A T E M A L A ,COLEGIO MIXTO CIENCIA Y ARTE
00-12-0131-46,01-641,CIUDAD CAPITAL,ZONA 12,COLEGIO IMB-PC,"CALZADA RAUL AGUILAR BATRÉS 29-41 Y 1A. AVENIDA 29-26, COLONIA EL CARMEN",23045800,SERGIO ALEJANDRO VILLATORO VILLAGRAN,NANCY ANNABELLA MENDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,23045800,," C A L Z A D A  R A U L  A G U I L A R  B A T R É S  2 9 - 4 1  Y  1 A . A V .  2 9 - 2 6 ,  C O L O N I A  E L  C A R M E N ",COLEGIO IMB-PC
00-12-0132-46,01-640,CIUDAD CAPITAL,ZONA 12,CENTRO DE EDUCACIÓN EXTRAESCOLAR MODALIDADES FLEXIBLES CEEX-DEPARTAMENTAL,"AVENIDA PETAPA 47-79, ZONA 12",41993137,ELISEO DANIEL ALVAREZ NATARENO,IRMA DAMARIS ESCOBAR GARCIA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA SUR,41993137,," A V .  P E T A P A  4 7 - 7 9 ,  Z O N A  1 2 ",CENTRO DE EDUCACIÓN EXTRAESCOLAR MODALIDADES FLEXIBLES CEEX-DEPARTAMENTAL
00-12-0135-46,01-641,CIUDAD CAPITAL,ZONA 12,LICEO CANADIENSE SOCIEDAD ANONIMA,DIAGONAL 19 40-54,23750070,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ROSAURA GUDIEL ROSALES DE MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,23750070,, D I A G O N A L  1 9  4 0 - 5 4 ,LICEO CANADIENSE SOCIEDAD ANONIMA
00-12-0137-46,01-641,CIUDAD CAPITAL,ZONA 12,LICEO CANADIENSE SUR,CALZADA AGUILAR BATRES 30-67,23750065,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ALICIA NOEMY GALVEZ JIMENEZ DE TOHOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,23750065,, C A L Z A D A  A G U I L A R  B A T R E S  3 0 - 6 7 ,LICEO CANADIENSE SUR
00-12-0139-46,01-641,CIUDAD CAPITAL,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO. 2,AVENIDA PETAPA 30-64,58034917,SERGIO ALEJANDRO VILLATORO VILLAGRAN,BRENDA FELICITA BOBADILLA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,58034917,, A V .  P E T A P A  3 0 - 6 4 ,COLEGIO DE INFORMATICA IMB-PC NO. 2
00-12-0140-46,01-211,CIUDAD CAPITAL,ZONA 12,"COLEGIO PARROQUIAL ""PADRE ELOY SUAREZ COBIAN""",26 CALLE 7-10,24770712,ADRIANA FABIOLA BOLAÑOS ESTRADA,ROSALINA GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24770712,, 2 6  C A L L E  7 - 1 0 ,COLEGIO PARROQUIAL PADRE ELOY SUAREZ COBIAN
00-12-0141-46,01-641,CIUDAD CAPITAL,ZONA 12,"COLEGIO BILINGUE DE COMPUTACION C.B.C. ""EL CARMEN""",31 CALLE 00-52 COLONIA EL CARMEN,24762418,SERGIO ALEJANDRO VILLATORO VILLAGRAN,GLENNDA IVONNE ESCOBAR MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,24762418,, 3 1  C A L L E  0 0 - 5 2  C O L O N I A  E L  C A R M E N ,COLEGIO BILINGÜE DE COMPUTACIÓN C.B.C. EL CARMEN
00-12-0143-46,01-641,CIUDAD CAPITAL,ZONA 12,LICEO MIXTO SIN FRONTERAS,4A. AVENIDA 11-52 COLONIA LA REFORMITA,36083900,SERGIO ALEJANDRO VILLATORO VILLAGRAN,CARLOS ADOLFO CHOY GUEVARA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,36083900,, 4 A . A V .  1 1 - 5 2  C O L O N I A  L A  R E F O R M I T A ,LICEO MIXTO SIN FRONTERAS
00-12-0145-46,01-641,CIUDAD CAPITAL,ZONA 12,"INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""",BOULEVARD LIBERACION 13-19,42299311,SERGIO ALEJANDRO VILLATORO VILLAGRAN,JOSE LUIS OROZCO MIRANDA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,42299311,, B O U L E V A R D  L I B E R A C I O N  1 3 - 1 9 ,INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ LICDA. MATILDE ROUGE
00-12-0147-46,01-641,CIUDAD CAPITAL,ZONA 12,"INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""",BOULEVARD LIBERACION 13-19,44652813,SERGIO ALEJANDRO VILLATORO VILLAGRAN,JUAN LUIS PUAC SAJCHE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR,44652813,, B O U L E V A R D  L I B E R A C I O N  1 3 - 1 9 ,INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ LICDA. MATILDE ROUGE
00-12-0151-46,01-641,CIUDAD CAPITAL,ZONA 12,"COLEGIO MIXTO ""CIENCIA Y ARTE""",8A. CALLE 16-30,24755455,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ALMA ALICIA OROZCO Y OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,24755455,, 8 A .  C A L L E  1 6 - 3 0 ,COLEGIO MIXTO CIENCIA Y ARTE
00-12-0153-46,01-641,CIUDAD CAPITAL,ZONA 12,"COLEGIO MIXTO ""VALLE REAL""","11A. AVENIDA 30-63, SANTA ROSA II",24333333,SERGIO ALEJANDRO VILLATORO VILLAGRAN,GLADYS GENOVEVA TEJADA SOLARES DE RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,24333333,," 1 1 A . A V .  3 0 - 6 3 ,  S A N T A  R O S A  I I ",COLEGIO MIXTO VALLE REAL
00-12-0155-46,01-411,CIUDAD CAPITAL,ZONA 12,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,"21A. AVENIDA 33-58,COLONIA SANTA ELISA",23873100,JUAN ENRIQUE MARTINEZ SOLANO,ISABEL CRISTINA BALCAZAR VASQUEZ DE AREVALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,23873100,," 2 1 A . A V .  3 3 - 5 8 , C O L O N I A  S A N T A  E L I S A ",INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA
00-12-0156-46,01-641,CIUDAD CAPITAL,ZONA 12,COLEGIO IMB-PC,CALZADA AGUILAR BATRES 29-41 Y 1A. AVENIDA 29-26 COLONIA EL CARMEN,23045800,SERGIO ALEJANDRO VILLATORO VILLAGRAN,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,23045800,, C A L Z A D A  A G U I L A R  B A T R E S  2 9 - 4 1  Y  1 A . A V .  2 9 - 2 6  C O L O N I A  E L  C A R M E N ,COLEGIO IMB-PC
00-12-0158-46,01-641,CIUDAD CAPITAL,ZONA 12,"COLEGIO MIXTO ""CIENCIA Y ARTE""",8A. CALLE 16-30 ZONA 12,24755455,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA SUR,24755455,, 8 A .  C A L L E  1 6 - 3 0  Z O N A  1 2 ,COLEGIO MIXTO CIENCIA Y ARTE
00-12-0160-46,01-641,CIUDAD CAPITAL,ZONA 12,LICEO COMPUTEX,"5A. AVENIDA 21-77, LA REFORMITA",22141246,SERGIO ALEJANDRO VILLATORO VILLAGRAN,GENCIS YOHANA SOLIS ORTIZ DE XUYA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,22141246,," 5 A . A V .  2 1 - 7 7 ,  L A  R E F O R M I T A ",LICEO COMPUTEX
00-12-0906-46,01-210,CIUDAD CAPITAL,ZONA 12,INSTITUTO TECNICO DIVERSIFICADO DE BACHILLERATO EN CONSTRUCCION,AVE. PETAPA Y 32 CALLE,24765745,DINIZ ORALIA MORALES MUÑOZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,24765745,, A V E .  P E T A P A  Y  3 2  C A L L E ,INSTITUTO TÉCNICO DIVERSIFICADO DE BACHILLERATO EN CONSTRUCCION
00-12-0907-46,01-211,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8A CALLE 16-30,24755456,ADRIANA FABIOLA BOLAÑOS ESTRADA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24755456,, 8 A  C A L L E  1 6 - 3 0 ,COLEGIO MIXTO CIENCIA Y ARTE
00-12-0908-46,01-210,CIUDAD CAPITAL,ZONA 12,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO FREDA PETERSON,FINAL ANILLO PERIFERICO 2-78,24764534,DINIZ ORALIA MORALES MUÑOZ,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24764534,, F I N A L  A N I L L O  P E R I F E R I C O  2 - 7 8 ,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO FREDA PETERSON
00-12-0911-46,01-211,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8A CALLE 16-30 ZONA 12,24755456,ADRIANA FABIOLA BOLAÑOS ESTRADA,CESARIO PEREIRA ORDOÑEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,24755456,, 8 A  C A L L E  1 6 - 3 0  Z O N A  1 2 ,COLEGIO MIXTO CIENCIA Y ARTE
00-12-0912-46,01-641,CIUDAD CAPITAL,ZONA 12,"INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""",BOULEVARD LIBERACIÓN 13-19,44652813,SERGIO ALEJANDRO VILLATORO VILLAGRAN,JUAN LUIS PUAC SAJCHE,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR,44652813,, B O U L E V A R D  L I B E R A C I Ó N  1 3 - 1 9 ,INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ LICDA. MATILDE ROUGE
00-12-2542-46,01-210,CIUDAD CAPITAL,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO 2,AVENIDA PETAPA 30-64,23043211,DINIZ ORALIA MORALES MUÑOZ,BRENDA FELICITA BOBADILLA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,23043211,, A V .  P E T A P A  3 0 - 6 4 ,COLEGIO DE INFORMATICA IMB-PC NO 2
00-12-2790-46,,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO 'CIENCIA Y ARTE',8A CALLE 16-30 ZONA 12,24715517,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR,24715517,, 8 A  C A L L E  1 6 - 3 0  Z O N A  1 2 ,COLEGIO MIXTO CIENCIA Y ARTE 
00-12-2917-46,01-210,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO Y ACADEMIA HALDA,7A. AVENIDA 18-66 ZONA 12,24733689,DINIZ ORALIA MORALES MUÑOZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24733689,, 7 A . A V .  1 8 - 6 6  Z O N A  1 2 ,COLEGIO MIXTO Y ACADEMIA HALDA
00-12-2957-46,01-211,CIUDAD CAPITAL,ZONA 12,"INSTITUTO PRIVADO ""AMADO LOPEZ ORTIZ""",CIUDAD UNIVERSITARIA,47695492,ADRIANA FABIOLA BOLAÑOS ESTRADA,JENNY OLGA GORDILLO CASTILLO DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,47695492,, C I U D A D  U N I V E R S I T A R I A ,INSTITUTO PRIVADO AMADO LOPEZ ORTIZ
00-12-3018-46,01-630,CIUDAD CAPITAL,ZONA 12,LICEO JOSE FRANCISCO BARRUNDIA,"CALLE CORONA, LOTE 109 MANZANA 29, CIUDAD REAL I,",56422378,LUZ ANTONIA POCON CARRILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,56422378,,"  C A L L E  C O R O N A ,  L O T E  1 0 9  M A N Z A N A  2 9 ,  C I U D A D  R E A L  I , ",LICEO JOSE FRANCISCO BARRUNDIA
00-12-4307-46,01-211,CIUDAD CAPITAL,ZONA 12,INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI,31 CALLE 20-47,24762014,ADRIANA FABIOLA BOLAÑOS ESTRADA,CLAUDIA JOHANA GARCIA AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,24762014,, 3 1  C A L L E  2 0 - 4 7 ,INSTITUTO TÉCNICO VOCACIONAL PRIVADO EMILIANI
00-12-4626-46,01-630,CIUDAD CAPITAL,ZONA 12,LICEO MIXTO CRISTIANO 'PIAGET'.,2 AVE 4-60 CIUDAD REAL I,42190100,LUZ ANTONIA POCON CARRILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,42190100,, 2  A V E  4 - 6 0  C I U D A D  R E A L  I ,LICEO MIXTO CRISTIANO PIAGET .
00-12-6247-46,01-210,CIUDAD CAPITAL,ZONA 12,CENTRO INDUSTRIAL NO.3 ADSC. A EOUM NO.75 'FUERZA AEREA GUATEMALTECA',29 AVE. 18-18 ZONA 12,,DINIZ ORALIA MORALES MUÑOZ,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,,, 2 9  A V E .  1 8 - 1 8  Z O N A  1 2 ,CENTRO INDUSTRIAL NO.3 ADSC. A EOUM NO.75 FUERZA AEREA GUATEMALTECA 
00-12-6939-46,01-210,CIUDAD CAPITAL,ZONA 12,COLEGIO NUESTRA SEÑORA DE LOS ANGELES (SANTA ELISA),48 CALLE 17-60,24761428,DINIZ ORALIA MORALES MUÑOZ,EDITH DEL CARMEN OLIVA FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24761428,, 4 8  C A L L E  1 7 - 6 0 ,COLEGIO NUESTRA SEÑORA DE LOS ANGELES (SANTA ELISA)
00-12-6964-46,01-408,CIUDAD CAPITAL,ZONA 12,INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI,31 CALLE 20-47,56969992,MANUEL MARIA CANO CASTRO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR,56969992,, 3 1  C A L L E  2 0 - 4 7 ,INSTITUTO TÉCNICO VOCACIONAL PRIVADO EMILIANI
00-12-7189-46,01-208,CIUDAD CAPITAL,ZONA 12,LICEO MIXTO TECNICAS INTEGRALES,"9A. CALLE A, 06-80, RESIDENCIALES EUREKA",24491910,LILIAN NINETH TEOS REYES,OSCAR OVIDIO OCHOA ARGUETA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24491910,," 9 A .  C A L L E  A ,  0 6 - 8 0 ,  R E S I D E N C I A L E S  E U R E K A ",LICEO MIXTO TECNICAS INTEGRALES
00-12-7313-46,01-210,CIUDAD CAPITAL,ZONA 12,LICEO NAZARENO,"43 CALLE 19-35, COLONIA LA COLINA",41719605,DINIZ ORALIA MORALES MUÑOZ,FRANCISCO REVOLORIO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,41719605,," 4 3  C A L L E  1 9 - 3 5 ,  C O L O N I A  L A  C O L I N A ",LICEO NAZARENO
00-12-7537-46,01-210,CIUDAD CAPITAL,ZONA 12,COLEGIO PANAMERICANO NO.3,45 CALLE 19-02 ZONA 12 GUATEMALA,24762707,DINIZ ORALIA MORALES MUÑOZ,LUISA FERNANDA FAJARDO MARMOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24762707,, 4 5  C A L L E  1 9 - 0 2  Z O N A  1 2  G U A T E M A L A ,COLEGIO PANAMERICANO NO.3
00-12-7639-46,01-210,CIUDAD CAPITAL,ZONA 12,COLEGIO TIEC,29 CALLE 13-14 COLONIA SANTA ROSA II,24760382,DINIZ ORALIA MORALES MUÑOZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24760382,, 2 9  C A L L E  1 3 - 1 4  C O L O N I A  S A N T A  R O S A  I I ,COLEGIO TIEC
00-12-7772-46,01-641,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8A CALLE 16-30,24755457,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,24755457,, 8 A  C A L L E  1 6 - 3 0 ,COLEGIO MIXTO CIENCIA Y ARTE
00-12-8115-46,01-218,CIUDAD CAPITAL,ZONA 12,COLEGIO EN COMPUTACION VILLALOBOS,3A. AVENIDA 24-12 VILLA LOBOS I,54132908,BENIGNO ISAIAS DE LEON OROZCO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,54132908,, 3 A . A V .  2 4 - 1 2  V I L L A  L O B O S  I ,COLEGIO EN COMPUTACIÓN VILLALOBOS
00-12-8117-46,01-641,CIUDAD CAPITAL,ZONA 12,COLEGIO EN COMPUTACION VILLALOBOS,3A. 25-12 COL. VILLALOBOS I,24771390,SERGIO ALEJANDRO VILLATORO VILLAGRAN,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR,24771390,, 3 A .  2 5 - 1 2  C O L .  V I L L A L O B O S  I ,COLEGIO EN COMPUTACIÓN VILLALOBOS
00-12-8220-46,01-641,CIUDAD CAPITAL,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO.2,AVENIDA PETAPA 30-64,23043211,SERGIO ALEJANDRO VILLATORO VILLAGRAN,ISABEL CRISTINA BALCAZAR VASQUEZ DE AREVALO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,23043211,, A V .  P E T A P A  3 0 - 6 4 ,COLEGIO DE INFORMATICA IMB-PC NO.2
00-12-8349-46,01-211,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO VALLE REAL,"11A. AVENIDA 30-63, ZONA 12, SANTA ROSA II",24422030,ADRIANA FABIOLA BOLAÑOS ESTRADA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24422030,," 1 1 A . A V .  3 0 - 6 3 ,  Z O N A  1 2 ,  S A N T A  R O S A  I I ",COLEGIO MIXTO VALLE REAL
00-12-8422-46,01-641,CIUDAD CAPITAL,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO. 2,AVENIDA PETAPA 30-64,23043211,SERGIO ALEJANDRO VILLATORO VILLAGRAN,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,23043211,, A V .  P E T A P A  3 0 - 6 4 ,COLEGIO DE INFORMATICA IMB-PC NO. 2
00-12-8474-46,01-218,CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO SANTA ELISA,3A. AV. 25-37 COLONIA VILLALOBOS I,24771489,BENIGNO ISAIAS DE LEON OROZCO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24771489,, 3 A .  A V .  2 5 - 3 7  C O L O N I A  V I L L A L O B O S  I ,COLEGIO MIXTO SANTA ELISA
00-12-8567-46,01-406,CIUDAD CAPITAL,ZONA 12,INSTITUTO DIVERSIFICADO MIRNA MACK,1A. AV. ENTRE 5A. Y 6A. CALLE COLONIA MESQUITAL,,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR,,, 1 A .  A V .  E N T R E  5 A .  Y  6 A .  C A L L E  C O L O N I A  M E S Q U I T A L ,INSTITUTO DIVERSIFICADO MIRNA MACK
00-12-8605-46,01-406,CIUDAD CAPITAL,ZONA 12,LICEO MIXTO 'JUAN APOSTOL',4A. AV. 11-52,24712442,MIGUEL ALVARO RODRIGUEZ PORTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA SUR,24712442,, 4 A .  A V .  1 1 - 5 2 ,LICEO MIXTO JUAN APOSTOL 
